stop,﻿seeAlso,at_station,on_line
N-12,http://linkdata.org/resource/rdf1s3114i#N-12,http://datadock.io/kal/data/id/resource/station/tokyo-metro-東大前駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-N
N-13,http://linkdata.org/resource/rdf1s3114i#N-13,http://datadock.io/kal/data/id/resource/station/tokyo-metro-本駒込駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-N
N-14,http://linkdata.org/resource/rdf1s3114i#N-14,http://datadock.io/kal/data/id/resource/station/tokyo-metro-駒込駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-N
N-15,http://linkdata.org/resource/rdf1s3114i#N-15,http://datadock.io/kal/data/id/resource/station/tokyo-metro-西ケ原駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-N
N-16,http://linkdata.org/resource/rdf1s3114i#N-16,http://datadock.io/kal/data/id/resource/station/tokyo-metro-王子駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-N
N-17,http://linkdata.org/resource/rdf1s3114i#N-17,http://datadock.io/kal/data/id/resource/station/tokyo-metro-王子神谷駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-N
N-18,http://linkdata.org/resource/rdf1s3114i#N-18,http://datadock.io/kal/data/id/resource/station/tokyo-metro-志茂駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-N
N-19,http://linkdata.org/resource/rdf1s3114i#N-19,http://datadock.io/kal/data/id/resource/station/tokyo-metro-赤羽岩淵駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-N
F-01,http://linkdata.org/resource/rdf1s3114i#F-01,http://datadock.io/kal/data/id/resource/station/tokyo-metro-和光市駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-02,http://linkdata.org/resource/rdf1s3114i#F-02,http://datadock.io/kal/data/id/resource/station/tokyo-metro-地下鉄成増駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-03,http://linkdata.org/resource/rdf1s3114i#F-03,http://datadock.io/kal/data/id/resource/station/tokyo-metro-地下鉄赤塚駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-04,http://linkdata.org/resource/rdf1s3114i#F-04,http://datadock.io/kal/data/id/resource/station/tokyo-metro-平和台駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-05,http://linkdata.org/resource/rdf1s3114i#F-05,http://datadock.io/kal/data/id/resource/station/tokyo-metro-氷川台駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-06,http://linkdata.org/resource/rdf1s3114i#F-06,http://datadock.io/kal/data/id/resource/station/tokyo-metro-小竹向原駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-07,http://linkdata.org/resource/rdf1s3114i#F-07,http://datadock.io/kal/data/id/resource/station/tokyo-metro-千川駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-08,http://linkdata.org/resource/rdf1s3114i#F-08,http://datadock.io/kal/data/id/resource/station/tokyo-metro-要町駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-09,http://linkdata.org/resource/rdf1s3114i#F-09,http://datadock.io/kal/data/id/resource/station/tokyo-metro-池袋駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-10,http://linkdata.org/resource/rdf1s3114i#F-10,http://datadock.io/kal/data/id/resource/station/tokyo-metro-雑司が谷駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-11,http://linkdata.org/resource/rdf1s3114i#F-11,http://datadock.io/kal/data/id/resource/station/tokyo-metro-西早稲田駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-12,http://linkdata.org/resource/rdf1s3114i#F-12,http://datadock.io/kal/data/id/resource/station/tokyo-metro-東新宿駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-13,http://linkdata.org/resource/rdf1s3114i#F-13,http://datadock.io/kal/data/id/resource/station/tokyo-metro-新宿三丁目駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-14,http://linkdata.org/resource/rdf1s3114i#F-14,http://datadock.io/kal/data/id/resource/station/tokyo-metro-北参道駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-15,http://linkdata.org/resource/rdf1s3114i#F-15,http://datadock.io/kal/data/id/resource/station/tokyo-metro-明治神宮前〈原宿〉駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
F-16,http://linkdata.org/resource/rdf1s3114i#F-16,http://datadock.io/kal/data/id/resource/station/tokyo-metro-渋谷駅,http://datadock.io/kal/data/id/resource/line/tokyo-metro-F
